,AT,V,AP,RH,PE
43341,4.49,38.44,1015.47,76.96,485.78
43342,22.49,58.71,1009.75,76.43,443.33
43343,12.04,40.1,1014.42,89.65,474.28
43344,27.39,69.14,1008.82,78.35,435.22
43345,21.73,50.32,1008.51,84.62,442.1
43346,7.64,40.02,1031.58,71.19,479.43
43347,33.38,71.06,1008.1,64.83,430.98
43348,8.96,40.05,1015.91,89.4,467.24
43349,22.31,70.32,1009.22,89.53,437.83
43350,12.57,43.8,1023.2,56.85,466.68
43351,14.57,25.88,1008.92,69.16,464.11
43352,14.22,48.6,1006.26,88.05,459.69
43353,15.14,37.85,1010.33,84.3,468.31
43354,24.29,62.91,1013.04,65.85,442.18
43355,14.24,39.52,1018.22,77.19,468.51
43356,14.85,44.63,1020.67,75.76,460.06
43357,7.89,39.37,1016.28,84.66,483.82
43358,14.04,40.56,1018.4,65.79,472.98
43359,30.18,68.24,1009.31,64.06,427.38
43360,14.07,46.18,1017.77,87.83,465.05
43361,18.23,45.01,1012.24,73.86,454.06
43362,22.99,61.02,1009.88,81.56,440.85
43363,16.3,38.73,1001.79,73.45,465.7
43364,27.37,72.58,1008.16,79.94,428.05
43365,24.82,59.27,1012.76,72.34,444.81
43366,19.41,49.39,1020.84,81.89,449.24
43367,16.63,53.82,1015.18,66.09,458.29
43368,6.67,36.08,1022.31,83.51,486.52
43369,22.69,54.2,1012.92,65.55,444.26
43370,24.43,67.25,1017.99,74.27,436.5
43371,12.85,40.35,1011.29,81.27,472.69
43372,23.15,66.48,1003.71,76.0,435.62
43373,27.35,77.95,1017.43,73.36,437.61
43374,13.8,45.08,1023.99,79.72,466.71
43375,7.71,38.06,1021.0,83.47,482.78
43376,33.82,72.29,1008.67,46.95,432.13
43377,18.61,47.83,1006.43,78.89,454.21
43378,17.8,46.48,1007.27,81.31,452.66
43379,27.1,52.84,1006.28,53.85,439.08
43380,15.36,41.35,1002.4,91.67,465.01
43381,8.42,37.49,1009.22,82.15,478.87
43382,20.25,63.91,1009.27,97.97,448.37
43383,11.6,39.96,1011.65,80.79,473.22
43384,13.95,71.14,1019.76,75.51,461.18
43385,21.99,51.19,1009.19,82.58,446.93
43386,28.1,61.02,1011.28,59.05,437.5
43387,10.94,39.04,1021.81,86.02,479.2
43388,20.04,49.39,1020.62,78.84,449.63
43389,17.57,43.7,1015.53,67.22,463.64
43390,14.43,39.82,1012.56,78.52,470.17
43391,16.37,54.3,1017.94,63.63,459.97
43392,13.82,40.2,1013.19,90.11,466.99
43393,10.37,37.5,1013.19,79.25,473.1
43394,28.02,71.77,1006.5,72.41,428.58
43395,29.98,47.93,1002.46,42.73,438.79
43396,16.55,41.93,1022.71,42.73,466.77
43397,19.27,50.9,1011.72,83.14,455.09
43398,29.25,71.94,1007.18,63.62,427.49
43399,19.12,50.16,1011.52,99.71,451.49
43400,22.07,70.72,1010.52,82.96,442.88
43401,26.0,69.89,1015.12,73.06,433.5
43402,25.51,67.69,1004.53,80.03,433.02
43403,13.83,43.22,1010.62,70.8,464.39
43404,21.08,63.13,1013.53,98.0,443.51
43405,16.74,39.16,1005.68,71.17,460.47
43406,21.04,54.2,1012.26,85.61,443.41
43407,28.97,73.5,1010.47,48.24,435.22
43408,17.45,50.9,1012.16,83.8,458.67
43409,20.82,57.76,1019.15,72.46,454.62
43410,7.64,41.17,1020.01,75.14,488.53
43411,24.85,71.98,1005.97,95.09,433.64
43412,12.69,40.71,1021.62,80.19,477.14
43413,18.32,66.86,1012.02,70.0,454.46
43414,26.13,79.74,1005.61,90.27,431.29
43415,18.99,59.27,1012.15,89.39,453.4
43416,28.31,70.32,1007.88,47.0,432.5
43417,31.7,70.36,1006.26,58.18,438.38
43418,10.18,35.76,1019.71,66.7,473.31
43419,22.49,62.52,1016.57,63.69,451.87
43420,16.98,44.85,1015.48,51.77,464.27
43421,14.1,42.18,1015.05,78.25,463.3
43422,12.27,41.17,1019.41,58.1,475.13
43423,31.19,68.3,1014.86,39.1,430.48
43424,13.32,43.22,1009.45,75.3,466.83
43425,24.26,61.02,1009.78,76.68,442.86
43426,27.33,73.18,1012.26,82.18,429.38
43427,30.97,74.22,1007.93,49.74,431.58
43428,21.71,60.77,1017.95,85.07,444.59
43429,22.26,60.37,1008.14,92.37,441.33
43430,27.75,77.24,1007.48,78.37,433.57
43431,25.18,47.93,1002.92,60.33,441.29
43432,30.71,68.24,1006.15,34.15,429.41
43433,26.42,71.06,1008.12,87.32,435.6
43434,10.4,45.01,1018.58,93.48,470.79
43435,12.21,44.34,1017.98,86.17,475.06
43436,12.68,40.69,1014.46,79.77,475.37
43437,25.18,62.96,1020.04,59.08,444.37
43438,8.9,39.96,1026.31,95.46,474.49
43439,30.93,71.85,1008.63,58.47,427.82
43440,30.35,77.17,1009.55,63.62,432.75
43441,23.49,64.63,1020.75,65.16,450.28
43442,19.77,56.65,1020.67,66.33,457.09
43443,23.18,51.43,1011.56,81.83,449.94
43444,32.11,78.05,1010.36,58.78,431.31
43445,23.96,46.93,1013.98,47.22,450.86
43446,20.32,39.72,1002.0,51.71,458.8
43447,29.08,67.79,1010.91,55.96,442.78
43448,32.63,73.88,1005.64,52.56,435.75
43449,18.32,42.18,1002.27,95.99,458.46
43450,14.17,42.99,1007.38,78.88,470.68
43451,16.49,49.39,1018.1,93.13,461.54
43452,19.23,41.67,1012.53,48.86,465.66
43453,26.24,51.43,1011.32,59.52,447.91
43454,10.92,40.92,1021.84,83.03,467.05
43455,31.87,71.22,1006.16,45.66,437.0
43456,10.05,41.17,1018.98,83.71,481.38
43457,14.75,40.66,1016.7,81.65,463.83
43458,18.26,60.95,1016.94,78.91,457.03
43459,17.34,44.78,1007.81,56.38,454.97
43460,29.91,74.33,1013.22,39.76,430.26
43461,16.76,43.77,1012.25,77.95,457.0
43462,6.33,39.33,1012.06,93.16,492.22
43463,29.17,64.79,1016.43,61.05,441.2
43464,20.32,44.6,1015.16,36.35,460.21
43465,23.64,63.31,1014.5,61.83,440.7
43466,32.09,69.4,1003.1,56.91,430.62
43467,29.83,62.66,1007.98,47.07,438.71
43468,22.29,56.89,1014.39,84.89,441.9
43469,30.66,73.77,1003.13,78.09,430.0
43470,24.8,59.87,1018.79,60.79,441.0
43471,21.33,50.32,1008.58,85.3,442.44
43472,28.9,68.84,1011.64,64.44,437.06
43473,10.31,44.63,1020.55,88.62,471.78
43474,32.31,62.04,1010.45,38.01,449.65
43475,25.66,71.77,1006.76,84.76,429.25
43476,15.93,25.88,1009.45,72.83,462.7
43477,8.86,36.71,1025.64,79.65,478.88
43478,12.45,40.81,1025.63,66.26,474.73
43479,25.44,70.17,1000.65,91.89,433.02
43480,23.21,58.66,1012.24,65.31,450.92
43481,14.24,39.99,1009.3,83.75,466.2
43482,8.46,39.66,1015.14,85.38,484.16
43483,24.11,68.63,1014.34,45.28,448.45
43484,16.0,44.9,1020.5,80.89,461.5
43485,25.56,60.32,1016.28,59.84,445.01
43486,20.12,69.45,1013.23,88.48,442.89
43487,22.82,60.08,1017.95,65.71,450.86
43488,19.65,57.85,1011.73,93.89,450.5
43489,32.48,62.04,1010.39,38.05,446.48
43490,13.73,50.59,1020.44,85.54,459.6
43491,23.43,51.43,1011.31,73.55,444.09
43492,15.18,44.2,1019.6,72.45,462.09
43493,10.59,39.96,1025.87,97.05,468.96
43494,28.96,75.23,1010.88,49.45,439.03
43495,15.5,44.34,1019.21,65.21,468.53
43496,30.14,67.69,1006.54,57.05,426.91
43497,10.69,36.71,1022.08,83.28,472.81
43498,24.5,58.66,1011.54,57.92,451.03
43499,23.25,69.45,1013.85,70.14,437.18
43500,13.21,40.03,1018.12,82.98,469.75
43501,30.88,67.83,1008.97,54.99,425.36
43502,26.04,72.43,1006.82,84.88,432.94
43503,24.91,64.45,1013.02,42.34,450.84
43504,11.98,44.6,1018.59,86.71,470.02
43505,18.01,44.2,1018.84,55.72,456.36
43506,21.46,58.18,1007.45,95.33,444.12
43507,32.86,68.51,1008.43,46.78,432.38
43508,16.5,53.29,1017.7,95.66,458.37
43509,12.41,45.87,1004.78,80.02,468.14
43510,22.33,59.8,1016.84,67.09,450.07
43511,11.48,42.02,1000.29,94.76,471.43
43512,14.56,47.45,1009.52,91.14,451.95
43513,30.08,68.14,1003.99,77.38,425.27
43514,27.66,76.86,1001.31,69.47,436.64
43515,5.96,36.25,1029.4,88.63,488.2
43516,35.77,73.56,1006.36,36.31,430.14
43517,24.56,60.27,1017.63,74.5,440.31
43518,19.7,43.79,1015.93,47.39,464.41
43519,19.83,46.33,1013.27,96.4,451.22
43520,22.61,50.32,1008.41,79.4,444.74
43521,31.88,66.44,1009.25,64.06,427.83
43522,21.7,70.32,1009.12,91.3,438.52
43523,25.72,70.47,1010.44,70.57,434.94
43524,26.51,70.32,1010.3,57.4,431.82
43525,25.2,59.21,1017.54,55.53,444.16
43526,13.1,40.03,1017.79,84.48,470.75
43527,27.0,73.42,1012.2,87.28,432.79
43528,25.84,67.83,1009.26,59.55,433.32
43529,23.76,74.22,1009.2,92.98,437.47
43530,29.69,47.93,1002.85,44.76,438.09
43531,21.69,42.23,1013.05,67.55,461.56
43532,10.33,43.99,1020.7,96.68,474.17
43533,24.19,65.48,1018.8,60.54,443.92
43534,8.27,37.7,1015.09,73.64,479.16
43535,28.15,70.72,1009.76,73.38,436.19
43536,18.09,48.92,1010.6,52.11,455.07
43537,27.18,61.41,1012.17,46.11,449.7
43538,23.71,68.63,1014.54,46.04,449.41
43539,26.76,70.98,1007.64,90.51,437.83
43540,19.98,49.15,1021.56,63.89,457.54
43541,24.82,72.99,1007.81,84.72,435.68
43542,21.09,46.63,1013.03,74.8,453.34
43543,21.19,55.5,1019.83,65.22,455.93
43544,25.95,73.77,1001.35,92.67,432.21
43545,30.7,67.69,1005.92,51.58,429.58
43546,13.49,43.41,1015.75,57.86,461.06
43547,15.79,44.89,1010.19,84.61,458.09
43548,28.57,69.84,1003.57,66.55,433.24
43549,23.48,49.16,1002.7,70.22,445.72
43550,31.0,71.77,1006.29,48.56,431.07
43551,34.96,68.94,1006.17,59.26,431.48
43552,22.53,60.95,1015.12,75.1,449.43
43553,31.41,64.44,1013.84,49.49,439.3
43554,29.97,67.9,1006.09,61.6,434.14
43555,7.44,41.04,1021.84,88.56,479.08
43556,21.86,64.45,1015.83,63.36,457.8
43557,22.41,66.56,1003.3,88.71,435.75
43558,11.87,40.55,1019.06,94.11,473.79
43559,23.93,65.59,1011.09,87.26,444.9
43560,12.39,44.58,1016.38,84.95,475.37
43561,10.06,39.61,1020.69,69.49,478.35
43562,5.01,39.4,1003.69,91.9,475.34
43563,24.74,69.13,1010.69,90.08,431.24
43564,19.31,60.07,1014.86,69.37,453.47
43565,6.3,41.14,1027.45,86.11,481.49
43566,23.09,69.13,1010.93,90.07,436.67
43567,9.24,41.4,1018.34,84.91,477.65
43568,9.69,40.46,1019.1,71.91,472.16
43569,13.65,42.74,1026.58,71.48,468.87
43570,29.77,67.07,1005.82,48.38,433.89
43571,9.2,40.77,1011.88,89.86,479.82
43572,28.87,57.19,1008.09,64.29,435.57
43573,28.22,51.43,1006.06,63.72,438.43
43574,23.27,65.48,1019.05,61.36,443.43
43575,9.82,41.26,1007.71,96.69,478.02
43576,16.83,46.48,1007.21,87.23,455.64
43577,23.18,72.99,1009.01,90.09,439.12
43578,23.59,43.77,1010.85,55.98,448.42
43579,8.95,43.13,1017.56,94.85,479.14
43580,26.54,69.34,1009.5,87.18,435.51
43581,22.56,62.26,1012.11,63.16,445.33
43582,14.16,39.28,1015.63,77.29,471.27
43583,31.54,71.06,1008.4,71.77,431.87
43584,13.48,41.92,1030.2,65.96,463.9
43585,13.74,41.16,1010.74,87.69,473.19
43586,23.7,66.56,1002.07,85.19,436.94
43587,22.35,57.76,1017.92,68.18,453.74
43588,28.25,71.77,1006.36,67.03,429.39
43589,21.96,58.79,1010.51,87.32,448.89
43590,28.66,74.93,1014.04,51.26,440.79
43591,16.37,52.9,1015.14,73.11,461.15
43592,23.09,73.5,1011.4,89.76,438.56
43593,23.19,42.67,1007.83,63.31,446.95
43594,30.81,71.97,1008.36,75.0,430.53
43595,22.84,50.05,1005.59,79.49,442.85
43596,32.84,77.95,1014.68,45.8,431.97
43597,24.41,58.59,1012.62,64.52,442.64
43598,30.18,65.74,1012.63,47.74,441.65
43599,28.3,64.33,1011.23,68.88,441.51
43600,22.52,64.27,1014.34,82.77,445.4
43601,6.59,39.37,1020.34,77.92,488.17
43602,23.38,59.07,1009.29,92.4,442.83
43603,19.89,68.08,1012.65,80.25,448.71
43604,26.42,59.39,1013.95,66.03,438.54
43605,12.07,41.17,1013.54,71.32,479.28
43606,23.45,69.04,1010.5,80.77,442.48
43607,15.24,48.6,1007.08,86.49,459.85
43608,5.68,40.35,1012.11,92.86,486.79
43609,10.29,40.56,1017.28,69.13,481.7
43610,32.0,65.74,1011.22,46.16,440.26
43611,9.6,37.73,1021.87,77.75,481.03
43612,25.6,63.76,1010.18,67.43,435.75
43613,32.56,68.14,1004.02,35.04,425.11
43614,19.26,58.46,1015.74,84.64,450.66
43615,13.33,38.47,1015.42,58.27,466.26
43616,23.5,59.21,1018.29,63.0,443.31
43617,13.66,45.0,1021.97,79.04,473.12
43618,12.46,40.73,1017.53,93.47,464.7
43619,28.77,75.23,1010.01,59.0,437.93
43620,31.68,68.24,1005.29,37.34,427.22
43621,10.31,39.82,1012.87,88.71,480.61
43622,10.04,41.62,1013.36,95.17,463.87
43623,25.6,63.9,1013.16,53.19,451.44
43624,19.55,39.39,1013.55,57.82,464.36
43625,17.82,65.94,1013.44,88.13,452.82
43626,31.97,79.74,1007.03,55.84,435.99
43627,28.21,70.8,1010.45,77.92,435.99
43628,25.77,59.39,1014.76,69.99,438.64
43629,17.54,44.58,1016.56,79.0,465.51
43630,22.75,58.86,1016.0,67.34,448.32
43631,10.2,41.17,1019.56,82.46,479.7
43632,28.34,63.77,1013.7,61.13,439.75
43633,14.78,54.3,1016.96,68.53,463.75
43634,20.9,67.07,1005.43,82.85,443.46
43635,14.37,40.56,1021.67,68.18,470.19
43636,23.89,50.16,1004.88,73.94,444.99
43637,29.66,59.22,1013.25,61.2,441.58
43638,24.33,46.93,1013.83,44.59,447.54
43639,28.55,72.43,1007.2,65.82,430.06
43640,18.59,39.54,1008.56,68.61,462.56
43641,21.94,50.32,1008.44,86.98,444.89
43642,10.95,39.22,1015.69,62.3,474.07
43643,21.76,47.93,1005.34,86.28,444.77
43644,25.05,58.59,1013.37,66.14,442.93
43645,22.95,45.61,1013.65,73.92,457.91
43646,8.49,39.61,1021.05,87.74,483.94
43647,7.1,35.77,1015.39,92.1,480.36
43648,11.72,40.35,1012.08,83.98,476.41
43649,11.72,39.18,1024.19,68.53,468.98
43650,11.45,41.17,1017.98,84.64,476.0
43651,23.36,59.15,1013.71,86.64,442.53
43652,26.2,71.73,1010.14,76.14,430.89
43653,29.01,70.04,1010.02,57.35,430.26
43654,30.76,73.17,1009.89,50.43,430.98
43655,27.91,64.79,1017.7,48.29,440.53
43656,10.87,42.02,1002.08,95.22,472.63
43657,12.61,41.79,1015.82,91.9,461.37
43658,13.29,71.14,1019.63,75.09,464.18
43659,23.83,49.21,1012.93,46.79,446.23
43660,26.68,62.91,1012.33,60.78,441.04
43661,23.83,64.15,1020.93,63.86,447.95
43662,18.0,43.7,1015.4,61.28,464.26
43663,12.65,44.34,1019.4,71.45,468.8
43664,29.13,68.3,1014.96,37.08,437.25
43665,18.49,41.1,1001.9,59.99,460.76
43666,16.39,58.59,1014.58,90.34,455.05
43667,32.96,73.03,1013.56,54.03,438.93
43668,19.79,51.19,1008.77,94.72,447.96
43669,24.44,69.13,1011.1,87.62,434.34
43670,21.04,50.32,1008.41,90.19,446.33
43671,17.35,39.72,1003.0,64.62,459.83
43672,31.98,70.17,999.43,59.42,430.92
43673,19.36,44.6,1016.25,45.65,464.56
43674,23.33,73.18,1012.51,91.29,436.33
43675,16.73,45.0,1023.44,60.68,467.08
43676,8.57,41.17,1020.18,72.47,484.2
43677,25.28,49.5,1013.95,52.79,454.01
43678,22.66,68.3,1017.73,86.92,431.27
43679,17.35,39.39,1013.18,67.67,467.85
43680,18.14,67.71,1003.82,95.69,442.45
43681,12.19,40.05,1014.77,84.39,473.92
43682,10.11,39.72,1019.1,69.68,476.8
43683,23.24,63.78,1017.1,63.8,446.95
43684,28.98,73.42,1011.25,72.9,432.2
43685,31.93,72.58,1006.9,56.27,425.14
43686,13.25,49.83,1008.76,88.21,453.8
43687,24.86,60.77,1016.85,71.24,440.68
43688,26.33,60.06,1005.86,41.57,450.16
43689,12.31,40.64,1020.71,94.6,475.65
43690,29.6,67.79,1010.37,51.05,442.43
43691,15.25,52.9,1014.86,76.87,463.93
43692,14.79,39.52,1017.95,71.97,469.47
43693,5.53,35.79,1013.48,94.19,484.25
43694,9.01,40.77,1022.37,90.3,470.84
43695,10.8,41.39,1019.74,74.08,478.75
43696,10.24,41.58,1021.17,94.34,465.86
43697,28.36,68.08,1013.34,42.82,434.54
43698,9.43,41.4,1028.03,84.98,474.16
43699,10.5,40.8,1024.06,76.05,482.85
43700,33.96,68.94,1006.93,47.39,427.06
43701,33.27,66.44,1010.63,43.47,430.11
43702,12.17,49.83,1008.05,96.44,469.52
43703,27.86,61.5,1009.23,46.19,439.49
43704,22.36,58.79,1011.77,87.51,446.49
43705,12.57,41.66,1009.11,70.74,475.61
43706,31.09,64.05,1011.32,61.14,440.62
43707,30.21,79.74,1006.82,54.03,430.83
43708,27.31,65.12,1016.05,45.98,440.06
43709,19.92,63.31,1015.02,82.71,443.54
43710,16.17,46.97,1014.22,85.8,456.08
43711,31.2,68.24,1005.71,34.84,428.67
43712,20.19,62.26,1011.37,89.69,443.58
43713,8.97,36.24,1013.21,90.77,477.89
43714,8.7,36.24,1013.34,89.5,478.69
43715,5.98,38.91,1016.5,91.83,488.85
43716,19.8,57.25,1010.84,88.9,451.75
43717,26.45,74.33,1013.81,61.7,433.16
43718,20.51,63.09,1016.39,92.99,445.86
43719,29.71,71.85,1008.81,70.86,428.49
43720,18.03,53.16,1013.02,81.95,456.55
43721,23.45,70.04,1010.99,79.2,436.46
43722,6.05,41.14,1027.69,86.93,481.02
43723,15.32,45.01,1013.3,83.72,459.31
43724,6.53,42.85,1012.65,91.6,480.98
43725,12.61,43.22,1013.41,78.94,466.85
43726,15.95,49.25,1019.04,88.51,463.4
43727,23.33,54.2,1012.47,79.48,440.11
43728,23.94,51.95,1008.18,71.87,451.84
43729,19.34,64.79,1018.03,84.77,454.59
43730,31.11,72.25,1012.34,44.45,434.22
43731,14.63,41.23,998.96,86.4,466.36
43732,17.57,62.1,1019.51,86.14,453.3
43733,17.31,44.71,1017.43,35.4,463.05
43734,31.16,67.45,1014.69,32.25,428.35
43735,10.05,40.46,1018.71,67.38,469.06
43736,10.23,42.07,1017.93,91.1,475.14
43737,16.31,42.28,1007.45,77.77,466.49
43738,30.74,73.67,1005.79,57.89,428.92
43739,31.38,71.32,1009.17,60.42,433.44
43740,27.9,63.13,1011.8,70.04,439.76
43741,3.96,35.47,1016.79,83.81,489.68
43742,12.37,43.22,1009.1,76.06,468.49
43743,15.28,48.14,1012.55,69.65,460.75
43744,16.85,49.78,1005.61,100.1,455.33
43745,18.82,61.27,1019.5,72.23,455.29
43746,26.06,49.02,1007.59,74.08,437.9
43747,19.62,58.79,1017.59,87.39,446.29
43748,8.79,40.67,1019.5,66.3,489.02
43749,25.52,59.15,1013.88,65.37,439.42
43750,30.7,71.58,1010.0,48.96,429.27
43751,21.19,67.71,1006.65,56.28,441.71
43752,14.11,45.08,1023.27,83.22,464.7
43753,26.19,65.61,1014.51,54.52,443.73
43754,32.63,74.99,1002.42,40.07,432.79
43755,7.67,35.77,1017.55,60.97,480.06
43756,19.65,63.91,1009.26,99.08,444.9
43757,18.83,48.98,1016.33,74.23,453.28
43758,13.41,40.89,1010.85,89.61,472.4
43759,25.24,63.47,1011.3,66.21,442.75
43760,12.51,49.83,1008.61,94.27,452.84
43761,27.14,71.32,1007.8,87.99,431.96
43762,13.21,41.2,1016.63,74.1,474.26
43763,25.2,57.5,1015.19,59.62,446.26
43764,31.07,73.5,1010.58,43.66,432.06
43765,4.71,39.42,1026.4,84.42,481.28
43766,14.24,39.58,1011.17,70.45,469.94
43767,10.62,39.58,1011.9,87.85,479.91
43768,8.88,36.66,1026.61,76.16,480.2
43769,23.25,63.78,1016.01,72.01,448.82
43770,20.76,69.05,1001.89,77.86,442.82
43771,6.22,39.33,1012.31,93.23,491.77
43772,5.18,40.27,1010.84,81.64,489.1
43773,30.3,73.9,1006.72,55.13,440.79
43774,9.38,44.77,1020.41,85.26,473.9
43775,29.28,65.71,1013.76,48.05,445.49
43776,21.12,63.91,1009.33,96.14,447.64
43777,26.52,73.21,1002.3,95.38,437.02
43778,4.81,42.85,1013.96,86.94,479.8
43779,6.76,37.49,1011.66,80.91,484.85
43780,27.09,49.3,1003.93,61.0,437.44
43781,33.2,73.88,1005.67,48.48,438.12
43782,10.48,40.22,1004.81,92.16,477.78
43783,14.22,37.85,1011.24,88.49,471.05
43784,7.21,42.03,1017.81,90.12,482.26
43785,19.02,49.25,1019.75,58.29,453.49
43786,26.88,79.74,1006.54,93.7,434.77
43787,14.19,43.71,1024.38,83.03,467.8
43788,15.22,50.88,1014.19,100.12,460.44
43789,23.17,62.39,1008.04,89.42,439.29
43790,17.69,46.36,1019.55,86.64,462.81
43791,18.48,52.05,1012.41,68.2,458.62
43792,14.22,39.39,1014.16,80.22,470.98
43793,22.72,62.4,1010.28,80.79,445.22
43794,25.95,69.51,1009.36,66.82,434.38
43795,13.57,39.39,1014.01,82.12,471.44
43796,6.52,39.85,1012.55,86.36,483.01
43797,29.25,72.99,1006.85,61.15,429.12
43798,25.79,70.4,1007.11,86.03,437.98
43799,25.75,60.95,1014.75,53.3,443.73
43800,28.31,71.85,1009.0,77.56,429.57
43801,24.24,70.32,1009.38,82.83,436.45
43802,28.73,68.24,1008.31,56.85,430.63
43803,34.62,69.05,1000.68,38.35,425.41
43804,23.57,70.04,1011.06,82.79,437.53
43805,14.51,42.77,1017.47,81.95,463.37
43806,4.59,39.33,1010.85,71.78,494.9
43807,24.31,44.05,1006.16,73.3,442.69
43808,9.53,38.18,1018.43,75.33,476.54
43809,26.99,68.12,1011.45,58.48,436.95
43810,17.98,53.29,1018.29,83.46,455.71
43811,29.38,74.9,1003.25,72.19,433.74
43812,12.82,38.62,1018.71,83.8,467.41
43813,29.84,58.9,1005.24,56.18,440.93
43814,10.26,43.14,1019.68,98.97,466.75
43815,20.57,42.8,1013.1,75.48,460.43
43816,25.3,58.46,1015.91,69.71,439.25
43817,24.56,71.94,1006.81,89.59,437.97
43818,20.01,52.9,1018.05,58.88,455.57
43819,11.54,40.05,1014.78,87.05,474.29
43820,6.86,41.17,1020.12,79.14,490.23
43821,13.11,41.58,1020.43,74.32,460.44
43822,16.41,41.48,1016.28,45.19,451.93
43823,10.45,39.69,1003.92,89.45,472.54
43824,26.72,67.79,1010.35,63.31,444.68
43825,30.12,74.16,1013.13,63.56,433.08
43826,14.94,41.35,1004.82,98.04,466.73
43827,15.39,42.28,1007.35,81.35,467.3
43828,12.83,41.67,1012.84,84.29,474.81
43829,13.93,38.91,1013.04,73.51,470.39
43830,30.27,70.32,1007.93,51.61,430.22
43831,27.76,75.33,1003.69,79.62,433.03
43832,10.59,41.26,1008.1,98.27,474.76
43833,23.24,45.01,1012.21,45.23,457.01
43834,14.8,58.2,1018.29,85.11,455.14
43835,25.2,65.59,1013.0,71.34,439.14
43836,32.53,77.95,1014.76,58.1,434.44
43837,23.36,62.52,1016.18,68.18,448.37
43838,23.48,70.79,1006.7,88.57,432.25
43839,29.04,76.09,1007.52,75.44,430.32
43840,23.39,64.63,1020.45,58.22,449.27
43841,27.44,59.74,1010.99,56.42,452.0
43842,10.03,42.02,998.6,99.9,471.07
43843,4.0,39.9,1008.46,97.21,490.68
43844,24.96,74.99,1008.25,80.52,440.91
43845,17.48,52.9,1020.03,76.47,458.34
43846,13.26,41.74,1021.89,63.32,473.44
43847,30.28,70.98,1007.51,74.28,432.64
43848,30.3,69.51,1011.8,50.43,431.12
43849,29.24,69.05,1003.12,43.18,432.56
43850,7.64,41.17,1020.01,75.14,488.53
43851,24.14,62.66,1007.33,73.27,439.93
43852,28.87,71.97,1008.74,82.61,435.86
43853,17.3,46.21,1013.56,87.57,456.77
43854,18.87,44.06,1013.42,68.78,451.4
43855,29.13,62.26,1010.51,52.94,436.37
43856,18.26,69.94,1004.1,97.39,443.59
43857,13.03,42.86,1014.39,86.25,475.03
43858,12.47,45.01,1017.8,95.25,467.18
43859,15.52,42.86,1015.09,83.48,467.12
43860,29.86,69.34,1009.61,61.27,438.5
43861,25.96,63.78,1016.95,49.47,443.8
43862,8.04,41.92,1029.7,92.21,482.58
43863,29.12,58.84,1001.31,52.86,446.51
43864,23.74,72.43,1007.99,91.36,437.55
43865,27.46,68.08,1013.06,46.49,433.72
43866,25.51,73.56,1006.59,96.63,437.07
43867,14.42,44.88,1019.35,59.17,462.72
43868,24.79,67.83,1009.32,61.46,438.36
43869,14.51,41.79,1009.72,80.62,459.14
43870,19.09,66.51,1015.11,76.38,458.41
43871,24.14,69.23,1012.4,73.26,433.92
43872,21.24,60.84,1017.99,82.22,445.71
43873,4.08,35.19,1018.87,97.07,489.44
43874,17.4,44.9,1020.5,77.11,457.75
43875,26.68,59.92,1009.94,70.57,438.67
43876,20.5,49.69,1009.6,70.81,452.94
43877,23.57,64.15,1020.95,68.19,450.08
43878,22.69,65.18,1012.47,80.9,441.18
43879,29.09,67.07,1005.99,41.39,429.93
43880,21.43,63.47,1011.95,94.47,448.17
43881,14.86,44.71,1018.3,49.46,466.38
43882,17.53,44.9,1020.5,71.1,457.61
43883,9.15,44.03,1012.45,81.67,474.26
43884,24.19,46.21,1010.79,62.04,440.87
43885,8.89,41.54,1019.27,82.87,483.82
43886,4.61,40.27,1012.32,77.28,492.85
43887,11.01,40.05,1015.46,89.22,474.2
43888,29.9,74.99,1002.28,59.76,436.77
43889,16.87,52.05,1012.7,71.63,460.31
43890,30.97,67.9,1005.98,55.6,428.26
43891,31.01,67.83,1007.95,43.57,429.46
43892,16.03,65.46,1013.96,87.56,455.17
43893,24.99,58.79,1016.37,67.16,439.2
43894,31.01,67.69,1005.06,46.16,426.64
43895,27.77,63.9,1013.62,51.43,441.3
43896,17.44,44.88,1018.05,68.35,465.72
43897,14.2,45.51,1015.36,74.85,465.35
43898,18.43,56.03,1020.41,60.55,465.17
43899,22.91,61.86,1012.8,92.69,441.24
43900,14.89,39.82,1013.23,82.49,470.19
43901,22.28,60.27,1018.98,84.12,443.44
43902,30.68,73.67,1005.63,57.05,429.64
43903,30.48,70.04,1010.73,53.7,429.85
43904,18.3,37.2,1012.23,68.09,470.42
43905,14.17,43.13,1014.94,48.62,471.08
43906,13.98,44.58,1016.48,77.59,473.01
43907,23.44,62.52,1016.46,67.21,447.19
43908,20.54,68.12,1012.23,81.06,440.28
43909,11.44,43.13,1014.88,63.88,477.57
43910,15.15,37.64,1014.37,89.82,463.98
43911,12.58,39.72,1018.08,64.25,469.38
43912,12.8,41.16,1022.43,86.19,462.72
43913,10.57,37.73,1024.36,70.29,474.65
43914,24.14,63.21,1012.28,89.08,440.74
43915,26.76,71.94,1008.81,64.62,432.49
43916,21.06,67.07,1004.9,84.09,446.44
43917,10.25,41.46,1020.65,87.07,481.94
43918,6.16,39.48,1004.85,59.68,484.55
43919,10.05,41.58,1021.35,95.19,469.03
43920,26.02,74.78,1010.04,72.78,439.82
43921,27.2,59.74,1011.99,56.74,440.13
43922,15.09,40.89,1010.15,92.0,466.47
